,Item_Weight,Item_Fat_Content,Item_Visibility,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_ID,Outlet_Age,Item_MRP_Group,price/weight
4571,9.195,Low Fat,-2.2876927957780198,45.2744,MED,Small,Tier 2,Supermarket Type1,679.116,FD,11,A,4.923806416530723
4572,14.15,Low Fat,-3.1642319935536634,54.2982,MED,Medium,Tier 1,Supermarket Type1,1104.5622,DR,14,A,3.837328621908127
4573,12.3,Regular,-2.8454903257334885,60.4562,MED,Small,Tier 2,Supermarket Type1,1777.686,FD,9,A,4.915138211382113
4574,11.8,Regular,-1.7711231483744745,116.7834,MED,High,Tier 3,Supermarket Type1,2303.668,FD,26,B,9.896898305084745
4575,13.6,Regular,-3.004170112200386,110.0912,MED,Small,Tier 2,Supermarket Type1,1965.4416,FD,9,B,8.094941176470588
4576,11.6,Low Fat,-4.066866316735884,178.2686,MED,Medium,Tier 1,Supermarket Type1,1955.4546,FD,14,C,15.36798275862069
4577,15.0,Low Fat,-2.834887466617712,43.6744,MED,Small,Tier 2,Supermarket Type1,407.4696,FD,6,A,2.9116266666666664
4578,7.0,Low Fat,-2.0204827527104587,105.628,MED,Medium,Tier 1,Supermarket Type1,1384.864,FD,14,B,15.089714285714285
4579,13.1,Low Fat,-2.5810358785213428,168.4158,MED,Medium,Tier 1,Supermarket Type1,1504.0422,FD,14,C,12.856167938931298
4580,11.3,Low Fat,-4.916999196604284,197.7426,MED,Small,Tier 2,Supermarket Type1,2570.6538,FD,6,C,17.49934513274336
4581,12.3,Low Fat,-4.660285828882522,73.838,MED,Small,Tier 2,Supermarket Type1,1245.046,FD,6,B,6.003089430894308
4582,10.0,Low Fat,-3.844013437225451,248.175,MED,High,Tier 3,Supermarket Type1,3495.45,NC,26,D,24.817500000000003
4583,5.155,Low Fat,-1.9264145375110977,247.2776,LOW,Small,Tier 1,Grocery Store,743.0328,FD,28,D,47.96849660523763
4584,6.98,Low Fat,-3.1875410278239347,82.4934,MED,Medium,Tier 3,Supermarket Type2,982.7208,FD,4,B,11.818538681948423
4585,19.0,Low Fat,-2.0550210519651944,107.0622,MED,Small,Tier 1,Supermarket Type1,1376.2086,FD,16,B,5.634852631578948
4586,17.0,Low Fat,-1.9972530541471387,172.5106,MED,Small,Tier 2,Supermarket Type1,2053.3272,FD,9,C,10.147682352941176
4587,15.15,Low Fat,-3.583654875695158,152.3708,MED,Small,Tier 2,Supermarket Type1,3159.8868,FD,9,C,10.057478547854785
4588,19.6,Regular,-2.620225742253242,49.4376,LOW,Small,Tier 1,Grocery Store,191.7504,FD,28,A,2.522326530612245
4589,8.325,Low Fat,-3.5186101008941306,40.8138,HIGH,Medium,Tier 3,Supermarket Type3,1543.3244,FD,28,A,4.902558558558559
4590,8.355,Low Fat,-1.6716378209258267,146.9418,MED,Small,Tier 2,Supermarket Type1,1029.9926,FD,11,C,17.587289048473966
4591,12.15,Low Fat,-1.931572308898459,224.4404,MED,High,Tier 3,Supermarket Type1,1800.3232,NC,26,D,18.472460905349795
4592,17.25,Regular,-2.076093895305893,40.048,MED,Medium,Tier 1,Supermarket Type1,399.48,FD,14,A,2.3216231884057974
4593,6.46,Regular,-3.013448849369298,144.6102,MED,High,Tier 3,Supermarket Type1,2916.204,FD,26,C,22.38547987616099
4594,6.03,Low Fat,-3.953708510687343,175.3028,HIGH,Medium,Tier 3,Supermarket Type3,3719.1588,DR,28,C,29.07177446102819
4595,5.78,Regular,-2.6016776986757697,262.2568,MED,Small,Tier 1,Supermarket Type1,5273.136,FD,16,D,45.37314878892733
4596,18.7,Low Fat,-3.078029253524458,151.9682,MED,High,Tier 3,Supermarket Type1,3354.3004,NC,26,C,8.126641711229947
4597,19.2,Low Fat,-3.3414782426127116,180.3318,MED,Small,Tier 2,Supermarket Type1,3428.2042,FD,6,C,9.39228125
4598,13.35,Low Fat,-3.2612585158084437,240.1564,HIGH,Medium,Tier 3,Supermarket Type3,7150.692,FD,28,D,17.989243445692885
4599,18.0,Low Fat,-4.8953657145258385,81.8618,LOW,Small,Tier 1,Grocery Store,161.1236,FD,28,B,4.547877777777778
4600,18.2,Low Fat,-3.014286279502352,147.7734,HIGH,Medium,Tier 3,Supermarket Type3,4602.6754,FD,28,C,8.119417582417583
4601,12.3,Low Fat,-2.5746081830964798,245.646,HIGH,Medium,Tier 3,Supermarket Type3,3695.19,NC,28,D,19.97121951219512
4602,7.35,Low Fat,-3.5504606045886624,39.9454,MED,Medium,Tier 3,Supermarket Type2,377.5086,FD,4,A,5.434748299319728
4603,20.35,Regular,-1.946650178309429,81.6276,MED,Small,Tier 1,Supermarket Type1,1787.0072,FD,16,B,4.011184275184275
4604,14.1,Low Fat,-2.0780704021214564,88.9198,HIGH,Medium,Tier 3,Supermarket Type3,3139.9128,FD,28,B,6.306368794326241
4605,17.85,Low Fat,-3.274735503018798,189.7188,MED,Small,Tier 1,Supermarket Type1,2285.0256,DR,16,C,10.62850420168067
4606,4.615,Regular,-2.2852656049614484,231.33,MED,High,Tier 3,Supermarket Type1,4660.6,FD,26,D,50.12567713976165
4607,15.0,Low Fat,-3.174507172893814,47.2744,MED,Small,Tier 2,Supermarket Type1,679.116,FD,9,A,3.1516266666666666
4608,6.575,Regular,-2.5883741849311863,145.8444,HIGH,Medium,Tier 3,Supermarket Type3,3773.7544,FD,28,C,22.181657794676806
4609,12.1,Regular,-2.7899426259482563,56.7614,MED,Medium,Tier 3,Supermarket Type2,1049.9666,DR,4,A,4.69102479338843
4610,11.65,Low Fat,-3.2040597765835233,187.324,MED,Small,Tier 2,Supermarket Type1,1864.24,FD,11,C,16.07931330472103
4611,14.0,Low Fat,-3.1806965913666225,104.4332,LOW,Small,Tier 1,Grocery Store,307.5996,FD,28,B,7.4595142857142855
4612,15.5,Regular,-2.0652092154307593,262.1568,LOW,Small,Tier 3,Grocery Store,527.3136,FD,15,D,16.91334193548387
4613,9.195,Regular,-2.1414460260689,158.5578,MED,Small,Tier 1,Supermarket Type1,2406.867,FD,16,C,17.24391517128874
4614,15.1,Regular,-2.2433989170096464,43.2796,MED,Medium,Tier 3,Supermarket Type2,123.8388,FD,4,A,2.866198675496689
4615,5.095,Regular,-2.044878620757018,140.3838,MED,High,Tier 3,Supermarket Type1,1826.2894,FD,26,C,27.553248282630033
4616,15.1,Regular,-2.2999383287667854,142.5786,MED,Medium,Tier 3,Supermarket Type2,3323.0078,FD,4,C,9.442291390728476
4617,12.1,Low Fat,-4.46041525111091,165.3526,MED,Medium,Tier 1,Supermarket Type1,3453.5046,DR,14,C,13.665504132231405
4618,6.235,Low Fat,-2.1273067145856226,263.791,MED,Medium,Tier 3,Supermarket Type2,2103.928,NC,4,D,42.30809943865276
4619,15.0,Low Fat,-2.5558963736582863,121.8414,LOW,Small,Tier 3,Grocery Store,243.6828,FD,15,B,8.12276
4620,10.5,Low Fat,-3.18943872906171,39.1164,HIGH,Medium,Tier 3,Supermarket Type3,1235.7248,FD,28,A,3.7253714285714286
4621,10.65,Regular,-2.46350585318616,232.3668,MED,Small,Tier 1,Supermarket Type1,3685.8688,FD,16,D,21.818478873239435
4622,9.8,Regular,-2.23663894739979,114.2492,LOW,Small,Tier 3,Grocery Store,463.3968,FD,15,B,11.65808163265306
4623,18.25,Low Fat,-3.1187255590190657,173.408,MED,High,Tier 3,Supermarket Type1,1038.648,DR,26,C,9.50180821917808
4624,15.35,Low Fat,-4.287015917885949,62.0168,HIGH,Medium,Tier 3,Supermarket Type3,1534.0032,FD,28,A,4.040182410423453
4625,19.6,Low Fat,-2.3611886423041377,251.8698,MED,Medium,Tier 1,Supermarket Type1,3551.3772,NC,14,D,12.850499999999998
4626,17.0,Regular,-3.625988902632739,144.247,MED,Small,Tier 2,Supermarket Type1,3149.234,FD,11,C,8.485117647058825
4627,9.6,Regular,-4.252080009657927,190.2872,MED,Medium,Tier 1,Supermarket Type1,4727.18,FD,14,C,19.821583333333336
4628,8.51,Regular,-2.5443226335517597,173.5422,MED,Medium,Tier 1,Supermarket Type1,5000.8238,FD,14,C,20.392737955346654
4629,5.88,Low Fat,-3.6893315562967284,150.3392,MED,Medium,Tier 3,Supermarket Type2,447.4176,NC,4,C,25.567891156462586
4630,8.905,Low Fat,-1.939942785239405,60.2878,MED,Medium,Tier 3,Supermarket Type2,1151.1682,FD,4,A,6.770106681639528
4631,5.695,Regular,-2.6975097325333746,258.8988,HIGH,Medium,Tier 3,Supermarket Type3,3083.9856,FD,28,D,45.460719929762945
4632,8.85,Low Fat,-2.9220713756087657,183.8292,MED,High,Tier 3,Supermarket Type1,2554.0088,FD,26,C,20.771661016949153
4633,20.7,Low Fat,-3.146292941857666,177.2028,MED,Medium,Tier 3,Supermarket Type2,3364.9532,FD,4,C,8.560521739130435
4634,8.42,Low Fat,-2.0910521972295393,216.6192,LOW,Small,Tier 1,Grocery Store,215.7192,NC,28,D,25.726745843230404
4635,6.3,Low Fat,-2.0559734443560216,209.627,MED,Medium,Tier 3,Supermarket Type2,3984.813,FD,4,D,33.27412698412699
4636,17.5,Regular,-4.883483086525861,144.6102,MED,Medium,Tier 3,Supermarket Type2,2187.153,FD,4,C,8.26344
4637,20.25,Regular,-2.323271462446745,92.312,LOW,Small,Tier 1,Grocery Store,372.848,FD,28,B,4.558617283950618
4638,5.765,Low Fat,-2.501075239803584,40.1164,MED,Small,Tier 2,Supermarket Type1,540.6296,FD,9,A,6.958612315698179
4639,17.75,Regular,-2.691520895872311,186.924,MED,Medium,Tier 3,Supermarket Type2,3169.208,FD,4,C,10.53092957746479
4640,5.035,Regular,-2.521207019777389,229.0036,MED,Small,Tier 2,Supermarket Type1,4326.3684,FD,6,D,45.482343594836145
4641,8.355,Low Fat,-4.2737780455181085,94.1462,MED,Small,Tier 1,Supermarket Type1,2221.1088,FD,16,B,11.268246558946737
4642,6.13,Low Fat,-2.5617451075577766,63.0536,MED,Small,Tier 2,Supermarket Type1,1225.072,DR,6,A,10.286068515497554
4643,10.5,Regular,-3.7023512161744763,143.3128,MED,Small,Tier 1,Supermarket Type1,1438.128,FD,16,C,13.648838095238096
4644,12.5,Low Fat,-2.183187175295178,119.144,MED,Medium,Tier 3,Supermarket Type2,3235.788,FD,4,B,9.53152
4645,9.195,Low Fat,-2.294573075099868,45.4744,HIGH,Medium,Tier 3,Supermarket Type3,1041.3112,FD,28,A,4.945557368134856
4646,20.75,Low Fat,-3.683856888340632,150.4734,MED,Small,Tier 2,Supermarket Type1,890.8404,NC,9,C,7.251730120481928
4647,6.305,Regular,-2.0994844984928407,93.0436,HIGH,Medium,Tier 3,Supermarket Type3,2363.59,FD,28,B,14.757113402061856
4648,13.35,Regular,-1.8957124426051122,179.066,MED,Small,Tier 2,Supermarket Type1,2696.49,FD,6,C,13.413183520599251
4649,7.96,Low Fat,-3.562851779093142,163.2894,MED,Small,Tier 2,Supermarket Type1,4530.1032,FD,9,C,20.513743718592966
4650,8.92,Low Fat,-2.0351305521474963,175.237,MED,Small,Tier 2,Supermarket Type1,2117.244,NC,6,C,19.645403587443944
4651,6.635,Regular,-5.061516778552315,121.8098,MED,Medium,Tier 1,Supermarket Type1,2048.6666,FD,14,B,18.358673700075357
4652,15.5,Low Fat,-3.4159253984020945,106.7938,MED,High,Tier 3,Supermarket Type1,3215.814,FD,26,B,6.889922580645162
4653,6.13,Low Fat,-2.5673855836521153,62.4536,MED,Small,Tier 1,Supermarket Type1,1225.072,DR,16,A,10.188189233278957
4654,7.315,Low Fat,-4.1797821963766655,154.434,MED,Small,Tier 1,Supermarket Type1,1378.206,FD,16,C,21.111961722488036
4655,16.0,Regular,-3.527535088145912,46.1718,LOW,Small,Tier 3,Grocery Store,94.5436,FD,15,A,2.8857375
4656,16.85,Low Fat,-1.455187647565597,146.576,LOW,Small,Tier 3,Grocery Store,439.428,FD,15,C,8.698872403560829
4657,15.85,Low Fat,-1.9873806569399102,94.4094,MED,Medium,Tier 3,Supermarket Type2,1047.3034,FD,4,B,5.95642902208202
4658,15.0,Low Fat,-3.174507172893814,43.4744,MED,Small,Tier 1,Supermarket Type1,543.2928,FD,16,A,2.8982933333333336
4659,19.1,Low Fat,-1.7302702970077508,172.3422,MED,Small,Tier 2,Supermarket Type1,2586.633,NC,9,C,9.023151832460732
4660,19.0,Low Fat,-2.1907728962605195,105.4622,MED,High,Tier 3,Supermarket Type1,952.7598,FD,26,B,5.550642105263158
4661,13.5,Low Fat,-3.0589748850310396,84.654,MED,Medium,Tier 1,Supermarket Type1,1211.756,FD,14,B,6.270666666666666
4662,16.75,Regular,-4.80307676070978,99.8674,MED,Medium,Tier 1,Supermarket Type1,2342.9502,FD,14,B,5.962232835820895
4663,5.26,Regular,-3.713575916711719,95.9068,HIGH,Medium,Tier 3,Supermarket Type3,3207.8244,FD,28,B,18.2332319391635
4664,9.195,Regular,-2.7466248010316026,85.9566,MED,Small,Tier 2,Supermarket Type1,1691.132,FD,11,B,9.348189233278955
4665,19.35,Low Fat,-3.4029298615391235,173.8738,MED,Small,Tier 2,Supermarket Type1,2432.8332,FD,6,C,8.985726098191213
4666,11.8,Regular,-2.2287516692395726,224.1772,MED,Small,Tier 2,Supermarket Type1,2890.9036,FD,6,D,18.99806779661017
4667,10.6,Low Fat,-4.496140908474737,40.6454,MED,Small,Tier 2,Supermarket Type1,167.7816,FD,6,A,3.834471698113208
4668,13.65,Regular,-4.3378554262372875,115.5834,MED,Small,Tier 2,Supermarket Type1,1382.2008,FD,11,B,8.467648351648352
4669,14.85,Regular,-4.609756989305407,158.263,MED,Medium,Tier 1,Supermarket Type1,2659.871,FD,14,C,10.657441077441078
4670,15.2,Low Fat,-3.8530767795658147,48.2034,LOW,Small,Tier 1,Grocery Store,97.2068,NC,28,A,3.171276315789474
4671,13.5,Regular,-2.690314885694062,60.1562,MED,Small,Tier 2,Supermarket Type1,1599.9174,FD,9,A,4.456014814814814
4672,5.635,Low Fat,-2.2683597687383634,150.005,MED,Small,Tier 2,Supermarket Type1,1797.66,FD,11,C,26.62023070097604
4673,7.405,Low Fat,-4.17610730831395,92.4146,MED,Small,Tier 2,Supermarket Type1,1459.4336,FD,6,B,12.480027008777851
4674,17.35,Low Fat,-1.2273569855361055,177.0712,LOW,Small,Tier 1,Grocery Store,351.5424,NC,28,C,10.205832853025935
4675,11.35,Low Fat,-3.4743685127885042,51.9008,MED,Small,Tier 2,Supermarket Type1,708.4112,FD,6,A,4.572757709251102
4676,20.75,Low Fat,-4.009186529392023,153.8024,HIGH,Medium,Tier 3,Supermarket Type3,7741.9224,DR,28,C,7.412163855421687
4677,16.1,Regular,-4.295974157281557,109.3596,MED,Small,Tier 2,Supermarket Type1,1186.4556,FD,11,B,6.792521739130434
4678,17.7,Regular,-3.191777960874076,80.9276,MED,Medium,Tier 3,Supermarket Type2,487.3656,FD,4,B,4.572180790960452
4679,13.1,Low Fat,-4.414776298303264,188.853,MED,Small,Tier 2,Supermarket Type1,3225.801,NC,9,C,14.416259541984735
4680,14.3,Regular,-3.370204598354348,96.5726,MED,High,Tier 3,Supermarket Type1,2251.0698,FD,26,B,6.753328671328671
4681,9.6,Low Fat,-3.3408502006818113,244.317,HIGH,Medium,Tier 3,Supermarket Type3,8262.578,FD,28,D,25.449687500000003
4682,8.6,Low Fat,-2.4037948793042636,114.3176,MED,Small,Tier 2,Supermarket Type1,1946.7992,NC,11,B,13.292744186046512
4683,5.78,Regular,-2.5976123957220296,264.5568,MED,Medium,Tier 3,Supermarket Type2,6327.7632,FD,4,D,45.77107266435986
4684,8.195,Low Fat,-3.4588118335893143,91.8462,MED,Small,Tier 2,Supermarket Type1,2313.655,FD,11,B,11.207589993898718
4685,13.65,Regular,-2.5410114080944224,184.824,MED,Small,Tier 1,Supermarket Type1,3355.632,FD,16,C,13.54021978021978
4686,17.35,Low Fat,-2.881827914693095,102.3016,MED,Small,Tier 2,Supermarket Type1,1619.2256,FD,11,B,5.896345821325648
4687,20.25,Low Fat,-2.831311280127253,246.646,MED,Small,Tier 1,Supermarket Type1,2463.46,NC,16,D,12.18004938271605
4688,10.395,Regular,-2.7398918276054482,230.5352,LOW,Small,Tier 1,Grocery Store,687.1056,FD,28,D,22.17750841750842
4689,16.1,Low Fat,-3.3724069716456966,252.3356,MED,Small,Tier 1,Supermarket Type1,3815.034,FD,16,D,15.673018633540371
4690,5.785,Regular,-2.9264588920803116,89.7856,HIGH,Medium,Tier 3,Supermarket Type3,966.7416,FD,28,B,15.520414866032844
4691,17.6,Regular,-2.571354882100636,113.2202,MED,Medium,Tier 3,Supermarket Type2,2025.3636,FD,4,B,6.432965909090909
4692,18.0,Low Fat,-3.241885913071902,148.4418,MED,Small,Tier 2,Supermarket Type1,4119.9704,FD,11,C,8.246766666666666
4693,12.5,Low Fat,-3.4562092339558625,99.0384,LOW,Small,Tier 3,Grocery Store,197.0768,NC,15,B,7.9230719999999994
4694,9.065,Low Fat,-2.16079205816263,94.4094,MED,High,Tier 3,Supermarket Type1,2856.282,FD,26,B,10.414715940430227
4695,16.85,Regular,-1.8336719518644065,195.5478,MED,Small,Tier 2,Supermarket Type1,4262.4516,FD,9,C,11.605210682492581
4696,16.0,Low Fat,-2.616198262308002,228.4668,MED,Small,Tier 2,Supermarket Type1,2534.0348,NC,6,D,14.279175
4697,9.3,Low Fat,-2.7071348651500093,181.6292,MED,High,Tier 3,Supermarket Type1,2371.5796,FD,26,C,19.530021505376343
4698,6.215,Low Fat,-4.410705325127453,37.9848,MED,Small,Tier 2,Supermarket Type1,782.9808,FD,9,A,6.111794046661303
4699,20.1,Regular,-3.7919278447939835,226.6036,MED,Small,Tier 2,Supermarket Type1,6831.108,FD,6,D,11.273810945273631
4700,8.77,Regular,-3.0568412476500555,170.5422,MED,Small,Tier 2,Supermarket Type1,2759.0752,FD,6,C,19.446088939566707
4701,16.25,Low Fat,-2.440025211888659,95.141,MED,Small,Tier 2,Supermarket Type1,2220.443,FD,9,B,5.8548307692307695
4702,15.15,Low Fat,-3.584298310087294,150.4708,MED,High,Tier 3,Supermarket Type1,2106.5912,FD,26,C,9.93206600660066
4703,13.15,Low Fat,-2.379575030947683,159.5604,MED,High,Tier 3,Supermarket Type1,1901.5248,NC,26,C,12.133870722433459
4704,12.15,Low Fat,-4.216140152418828,117.615,MED,High,Tier 3,Supermarket Type1,1514.695,NC,26,B,9.680246913580246
4705,16.2,Low Fat,-2.5584083177812422,41.8454,LOW,Small,Tier 1,Grocery Store,41.9454,FD,28,A,2.5830493827160494
4706,20.85,Low Fat,-2.1100867705891684,197.5452,MED,Small,Tier 2,Supermarket Type1,4306.3944,FD,9,C,9.474589928057553
4707,18.2,Regular,-2.713798908301366,247.2092,MED,Small,Tier 2,Supermarket Type1,3486.1288,FD,9,D,13.582923076923079
4708,8.3,Low Fat,-3.3382682173448375,36.6506,MED,Medium,Tier 3,Supermarket Type2,455.4072,FD,4,A,4.4157349397590355
4709,6.195,Low Fat,-2.6292641734896285,120.1098,MED,Small,Tier 2,Supermarket Type1,2892.2352,FD,11,B,19.38818401937046
4710,15.1,Low Fat,-2.946645269636313,216.4166,MED,Small,Tier 2,Supermarket Type1,2830.3158,FD,11,D,14.332225165562914
4711,11.5,Low Fat,-3.8622516085393213,130.7942,MED,Small,Tier 2,Supermarket Type1,2782.3782,NC,11,B,11.373408695652174
4712,19.0,Low Fat,-2.1901294762004655,105.4622,MED,Small,Tier 2,Supermarket Type1,1905.5196,FD,9,B,5.550642105263158
4713,10.5,Low Fat,-2.6373841122245425,120.2098,MED,Medium,Tier 3,Supermarket Type2,602.549,FD,4,B,11.448552380952382
4714,8.8,Low Fat,-2.6374923528304883,210.6612,MED,Medium,Tier 1,Supermarket Type1,2508.7344,FD,14,D,23.938772727272728
4715,9.0,Low Fat,-2.1056613029684086,264.1884,LOW,Small,Tier 1,Grocery Store,264.9884,NC,28,D,29.354266666666668
4716,17.75,Low Fat,-4.226066986302982,160.4262,MED,Small,Tier 2,Supermarket Type1,3182.524,FD,11,C,9.038095774647887
4717,6.635,Regular,-2.517041511944563,39.8506,LOW,Small,Tier 1,Grocery Store,37.9506,FD,28,A,6.006119065561417
4718,17.75,Regular,-1.8527703254984147,242.1538,MED,Small,Tier 2,Supermarket Type1,4326.3684,FD,9,D,13.642467605633803
4719,20.75,Low Fat,-3.7236836751420066,123.373,MED,Small,Tier 2,Supermarket Type1,2093.941,FD,9,B,5.945686746987952
4720,16.7,Regular,-2.7758380114670627,60.6562,MED,Medium,Tier 3,Supermarket Type2,592.562,FD,4,A,3.632107784431138
4721,7.36,Low Fat,-2.9553831396146806,55.5588,HIGH,Medium,Tier 3,Supermarket Type3,1145.176,FD,28,A,7.548749999999999
4722,13.85,Low Fat,-3.4608800634933803,40.248,MED,Small,Tier 2,Supermarket Type1,319.584,NC,11,A,2.9059927797833933
4723,15.35,Regular,-2.1784469781430715,191.1504,MED,Small,Tier 1,Supermarket Type1,1725.7536,FD,16,C,12.452794788273616
4724,12.1,Low Fat,-3.2604105264287924,177.3002,MED,Small,Tier 2,Supermarket Type1,3044.7034,FD,9,C,14.652909090909091
4725,12.15,Low Fat,-4.216140152418828,118.515,MED,Medium,Tier 3,Supermarket Type2,1398.18,NC,4,B,9.75432098765432
4726,13.35,Low Fat,-3.4692642641521383,74.8012,LOW,Small,Tier 1,Grocery Store,303.6048,DR,28,B,5.6030861423220975
4727,16.35,Low Fat,-4.315198087648307,106.128,MED,Small,Tier 2,Supermarket Type1,1917.504,NC,9,B,6.491009174311926
4728,6.055,Low Fat,-3.475293850805114,160.1578,HIGH,Medium,Tier 3,Supermarket Type3,3048.6982,FD,28,C,26.450503715937245
4729,7.27,Low Fat,-2.6399129755758786,111.8518,MED,Medium,Tier 3,Supermarket Type2,2277.036,DR,4,B,15.385392022008254
4730,13.8,Low Fat,-2.843993608869318,246.9802,MED,Medium,Tier 1,Supermarket Type1,5896.3248,DR,14,D,17.897115942028986
4731,20.25,Regular,-3.7732836291738234,240.3538,MED,Medium,Tier 1,Supermarket Type1,4086.0146,FD,14,D,11.869323456790124
4732,9.3,Low Fat,-2.196240372824412,65.7826,MED,Small,Tier 1,Supermarket Type1,968.739,FD,16,A,7.073397849462365
4733,14.15,Low Fat,-3.2710198231069487,125.6046,MED,Medium,Tier 1,Supermarket Type1,1618.5598,FD,14,B,8.876650176678446
4734,5.4,Low Fat,-3.1187757787503796,164.5526,HIGH,Medium,Tier 3,Supermarket Type3,2302.3364,NC,28,C,30.472703703703704
4735,8.115,Regular,-3.437067096487092,154.8972,MED,Small,Tier 1,Supermarket Type1,1713.7692,FD,16,C,19.087763401109058
4736,7.42,Regular,-3.099563026562246,190.8872,LOW,Small,Tier 1,Grocery Store,945.436,FD,28,C,25.726037735849058
4737,11.1,Low Fat,-3.4059259336638728,120.1124,MED,Small,Tier 2,Supermarket Type1,1896.1984,NC,11,B,10.820936936936937
4738,12.5,Low Fat,-3.971491839175012,96.7384,MED,Small,Tier 2,Supermarket Type1,2759.0752,NC,9,B,7.739072
4739,9.8,Regular,-2.8757138892631104,84.6908,MED,Small,Tier 2,Supermarket Type1,1006.6896,FD,9,B,8.641918367346937
4740,19.7,Regular,-1.824140483024844,253.1014,MED,Medium,Tier 3,Supermarket Type2,2805.0154,FD,4,D,12.847786802030457
4741,14.3,Regular,-3.363731611366821,95.9726,MED,Small,Tier 2,Supermarket Type1,2153.1972,FD,6,B,6.711370629370629
4742,19.75,Low Fat,-3.383086007257641,213.5902,MED,Medium,Tier 1,Supermarket Type1,4460.1942,FD,14,D,10.814693670886076
4743,18.5,Low Fat,-3.6596990147047173,89.4172,MED,High,Tier 3,Supermarket Type1,1605.9096,FD,26,B,4.833362162162162
4744,6.635000000000001,Low Fat,-3.614205582111742,174.1396,HIGH,Medium,Tier 3,Supermarket Type3,4012.1108,NC,28,C,26.24560663149962
4745,12.35,Regular,-3.388642188983526,199.0426,MED,Small,Tier 2,Supermarket Type1,3361.6242,FD,9,C,16.11680971659919
4746,18.0,Low Fat,-4.1749762383034845,156.9604,HIGH,Medium,Tier 3,Supermarket Type3,4278.4308,NC,28,C,8.720022222222221
4747,5.365,Regular,-1.9628445175015472,169.7764,MED,Medium,Tier 1,Supermarket Type1,3263.7516,FD,14,C,31.645181733457594
4748,7.27,Low Fat,-3.071879634617554,97.2384,HIGH,Medium,Tier 3,Supermarket Type3,2660.5368,NC,28,B,13.375295735900963
4749,20.5,Regular,-4.201953704146072,82.8592,MED,Small,Tier 2,Supermarket Type1,908.1512,FD,9,B,4.041912195121951
4750,8.71,Low Fat,-1.9716394427138633,49.5376,MED,Small,Tier 1,Supermarket Type1,1198.44,FD,16,A,5.687439724454649
4751,7.97,Low Fat,-3.9042554213711047,109.4596,HIGH,Medium,Tier 3,Supermarket Type3,1833.6132,FD,28,B,13.733952321204516
4752,16.0,Regular,-4.1113505233572525,48.1718,MED,Small,Tier 2,Supermarket Type1,756.3488,FD,6,A,3.0107375
4753,17.6,Low Fat,-4.829018985931664,171.6422,MED,High,Tier 3,Supermarket Type1,3793.7284,FD,26,C,9.752397727272726
4754,20.7,Regular,-2.1056445166935105,118.9466,MED,Small,Tier 2,Supermarket Type1,353.5398,FD,11,B,5.746212560386474
4755,13.0,Regular,-3.5037790286212123,61.922,MED,Small,Tier 2,Supermarket Type1,1557.972,FD,9,A,4.763230769230769
4756,20.2,Regular,-2.1368580415269953,195.811,MED,Small,Tier 2,Supermarket Type1,2553.343,FD,6,C,9.693613861386138
4757,20.35,Low Fat,-2.8026486197686014,232.7616,MED,High,Tier 3,Supermarket Type1,2812.3392,FD,26,D,11.43791646191646
4758,18.6,Low Fat,-1.8843239247855723,101.1358,MED,High,Tier 3,Supermarket Type1,1105.8938,FD,26,B,5.437408602150537
4759,15.0,Low Fat,-2.7515161095596703,46.206,HIGH,Medium,Tier 3,Supermarket Type3,1304.968,DR,28,A,3.0804
4760,13.35,Low Fat,-2.272139780905878,229.9352,MED,Small,Tier 2,Supermarket Type1,2519.3872,FD,6,D,17.22361048689139
4761,17.85,Low Fat,-2.9490508645800673,120.9072,MED,Medium,Tier 3,Supermarket Type2,2817.6656,FD,4,B,6.773512605042017
4762,16.35,Low Fat,-4.315841519915952,105.528,MED,High,Tier 3,Supermarket Type1,2024.032,NC,26,B,6.454311926605504
4763,14.85,Regular,-3.9347361060457584,263.791,MED,Small,Tier 2,Supermarket Type1,4207.856,FD,11,D,17.763703703703705
4764,21.25,Low Fat,-4.59965343130122,183.1608,MED,Small,Tier 2,Supermarket Type1,2756.412,FD,6,C,8.619331764705882
4765,14.15,Low Fat,-3.3568264536626953,242.7828,MED,High,Tier 3,Supermarket Type1,3167.8764,FD,26,D,17.157795053003532
4766,17.2,Regular,-3.6824194847192664,145.9418,MED,Small,Tier 2,Supermarket Type1,1765.7016,FD,9,C,8.484988372093024
4767,13.15,Low Fat,-3.786041579711758,161.592,HIGH,Medium,Tier 3,Supermarket Type3,4314.384,FD,28,C,12.288365019011408
4768,10.85,Low Fat,-1.8166364574645713,107.4622,MED,Small,Tier 2,Supermarket Type1,529.311,FD,11,B,9.904350230414746
4769,20.35,Regular,-4.211399525487523,233.2958,MED,Small,Tier 1,Supermarket Type1,4206.5244,FD,16,D,11.464167076167076
4770,16.35,Low Fat,-2.8467202195932955,124.802,LOW,Small,Tier 3,Grocery Store,253.004,NC,15,B,7.633149847094801
4771,9.3,Low Fat,-3.128448135956561,191.6846,MED,Small,Tier 1,Supermarket Type1,3057.3536,DR,16,C,20.611247311827956
4772,19.5,Regular,-2.566568750971701,231.8958,HIGH,Medium,Tier 3,Supermarket Type3,8413.0488,DR,28,D,11.892092307692309
