,Item_Weight,Item_Fat_Content,Item_Visibility,Item_MRP,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_ID,Outlet_Age,price/weight,Outlet_Identifier_HIGH,Outlet_Identifier_LOW,Outlet_Identifier_MED,Item_MRP_Group_A,Item_MRP_Group_B,Item_MRP_Group_C,Item_MRP_Group_D
4361,5.82,0,-2.0026610501751447,170.579,0,3,0,509.337,1,15,29.309106529209622,0,1,0,0,0,1,0
4362,9.31,0,-3.2713515548994256,62.151,0,1,1,1201.769,2,16,6.675725026852846,0,0,1,1,0,0,0
4363,18.25,0,-2.5753697779495255,214.0218,0,2,1,2564.6616,2,11,11.72722191780822,0,0,1,0,0,0,1
4364,19.7,0,-2.7024728932390327,178.337,1,1,1,1411.496,2,14,9.05263959390863,0,0,1,0,0,1,0
4365,6.865,0,-4.267154426925062,127.1652,0,2,1,1291.652,0,11,18.52369992716679,0,0,1,0,1,0,0
4366,11.35,1,-3.756784146454061,184.4608,1,1,1,4042.7376,2,14,16.252052863436123,0,0,1,0,0,1,0
4367,17.7,0,-3.5087845411190473,169.0816,0,2,1,5201.2296,2,9,9.552632768361583,0,0,1,0,0,1,0
4368,20.2,0,-2.191246806860765,124.6046,1,3,3,2863.6058,1,28,6.168544554455446,1,0,0,0,1,0,0
4369,20.85,0,-3.428100353046667,177.866,0,1,1,1078.596,2,16,8.53074340527578,0,0,1,0,0,1,0
4370,17.25,1,-3.051959593937193,97.0068,0,1,1,1846.9292,2,16,5.623582608695652,0,0,1,0,1,0,0
4371,15.35,0,-4.265760126141457,38.419,1,1,1,476.047,2,14,2.5028664495114006,0,0,1,1,0,0,0
4372,13.65,0,-3.012318263778618,151.805,2,3,1,2696.49,2,26,11.12124542124542,0,0,1,0,0,1,0
4373,15.2,0,-3.8980966291342094,49.1034,0,3,0,194.4136,1,15,3.2304868421052633,0,1,0,1,0,0,0
4374,6.38,0,-3.4431804875113476,178.0344,0,2,1,535.3032,2,11,27.905078369905958,0,0,1,0,0,1,0
4375,7.565,0,-2.9118273415723332,56.293,1,3,3,2546.685,1,28,7.441242564441507,1,0,0,1,0,0,0
4376,6.905,1,-2.751203489101602,97.2726,0,3,0,195.7452,2,15,14.087270094134684,0,1,0,0,1,0,0
4377,4.555,1,-2.8108312464558964,110.1544,0,1,0,111.8544,2,28,24.18318331503842,0,1,0,0,1,0,0
4378,17.7,1,-2.006624147678236,183.9924,1,3,3,6478.234,2,28,10.395050847457627,1,0,0,0,0,1,0
4379,15.7,0,-3.4842068859276947,44.777,2,3,1,605.878,0,26,2.85203821656051,0,0,1,1,0,0,0
4380,15.2,1,-2.2656877787659826,177.0054,0,2,1,2976.7918,2,9,11.645092105263158,0,0,1,0,0,1,0
4381,6.985000000000001,1,-1.9899542602727065,182.1608,1,3,3,5880.3456,2,28,26.078854688618463,1,0,0,0,0,1,0
4382,19.85,0,-1.177183373709603,222.0772,0,1,0,889.5088,2,28,11.187768261964735,0,1,0,0,0,0,1
4383,5.75,1,-2.5928545632076716,112.9176,1,3,3,3435.528,2,28,19.63784347826087,1,0,0,0,1,0,0
4384,8.355,0,-4.273967164472771,93.0462,0,2,1,1110.5544,2,9,11.136588868940754,0,0,1,0,1,0,0
4385,12.15,0,-4.997603034100992,122.173,2,3,1,2586.633,1,26,10.055390946502058,0,0,1,0,1,0,0
4386,13.35,0,-3.438361693458799,238.7564,1,3,2,1906.8512,2,4,17.884374531835206,0,0,1,0,0,0,1
4387,17.0,0,-2.95249458158175,122.373,0,1,1,2586.633,1,16,7.198411764705883,0,0,1,0,1,0,0
4388,17.35,1,-3.1811294431999735,93.1804,1,1,1,1378.206,2,14,5.370628242074928,0,0,1,0,1,0,0
4389,15.35,0,-2.0352921482962185,88.383,0,1,0,89.883,2,28,5.75785016286645,0,1,0,0,1,0,0
4390,9.1,0,-2.8934895250851933,115.0518,2,3,1,683.1108,1,26,12.643054945054946,0,0,1,0,1,0,0
4391,6.13,0,-2.513199436585398,54.1298,0,1,1,1348.245,2,16,8.830309951060359,0,0,1,1,0,0,0
4392,10.65,0,-3.1707778525892625,55.4272,0,1,0,111.8544,2,28,5.204431924882629,0,1,0,1,0,0,0
4393,19.2,1,-5.1878586886322005,226.9062,2,3,1,4514.124,2,26,11.81803125,0,0,1,0,0,0,1
4394,8.895,0,-2.580222093206178,233.8616,1,3,2,937.4464,0,4,26.29135469364812,0,0,1,0,0,0,1
4395,19.75,0,-4.3846181497502075,188.1872,1,1,1,2458.1336,2,14,9.52846582278481,0,0,1,0,0,1,0
4396,10.895,0,-1.9850914517051987,264.3568,1,3,2,4745.8224,2,4,24.264047728315745,0,0,1,0,0,0,1
4397,7.325,0,-2.3758747754227594,91.0146,1,3,3,3466.1548,2,28,12.425201365187712,1,0,0,0,1,0,0
4398,10.3,0,-2.1405174948309367,154.463,0,2,1,2503.408,1,6,14.99640776699029,0,0,1,0,0,1,0
4399,19.1,1,-3.6489475708251704,148.2418,0,2,1,3089.9778,2,6,7.761350785340314,0,0,1,0,0,1,0
4400,4.555,1,-3.3693910584454216,111.3544,1,1,1,1342.2528,2,14,24.44663007683864,0,0,1,0,1,0,0
4401,9.8,0,-3.7187104053846687,114.0492,1,3,3,3938.8728,1,28,11.637673469387755,1,0,0,0,1,0,0
4402,16.2,0,-1.7362751779496022,184.0608,0,2,1,2021.3688,1,6,11.361777777777778,0,0,1,0,0,1,0
4403,8.975,1,-2.4274935303882668,84.1224,0,3,0,170.4448,2,15,9.372969359331476,0,1,0,0,1,0,0
4404,21.1,1,-3.8751672500457905,128.7994,1,1,1,1927.491,2,14,6.104236966824644,0,0,1,0,1,0,0
4405,17.75,0,-2.1934854446140006,110.2912,0,2,1,873.5296,1,11,6.213588732394366,0,0,1,0,1,0,0
4406,12.8,1,-2.1687689396677006,142.2838,1,3,2,421.4514,2,4,11.115921875,0,0,1,0,0,1,0
4407,6.905,1,-3.2606565079501846,98.1726,0,2,1,587.2356,2,6,14.217610427226647,0,0,1,0,1,0,0
4408,10.195,1,-1.4045247657261437,141.8838,0,3,0,280.9676,2,15,13.916998528690534,0,1,0,0,0,1,0
4409,5.785,1,-2.9200510510364457,87.3856,1,1,1,878.856,2,14,15.105548833189282,0,0,1,0,1,0,0
4410,15.2,0,-3.9663416082921272,236.0248,1,3,3,6636.6944,2,28,15.527947368421053,1,0,0,0,0,0,1
4411,7.96,0,-3.5634951944315656,162.4894,2,3,1,1779.6834,2,26,20.41324120603015,0,0,1,0,0,1,0
4412,8.3,1,-3.50152554752595,98.7384,0,1,1,492.692,2,16,11.896192771084337,0,0,1,0,1,0,0
4413,5.46,1,-2.2323661640894223,145.5786,0,2,1,3900.9222,2,11,26.662747252747252,0,0,1,0,0,1,0
4414,13.35,0,-2.2762267270779883,228.6352,1,1,1,3435.528,2,14,17.12623220973783,0,0,1,0,0,0,1
4415,5.46,1,-3.4364907808186524,185.424,0,1,1,5219.872,2,16,33.96043956043956,0,0,1,0,0,1,0
4416,19.35,1,-3.2255258372684947,165.7868,1,3,3,4913.604,0,28,8.567793281653746,1,0,0,0,0,1,0
4417,20.75,1,-2.482465763176975,180.3318,2,3,1,4149.9314,2,26,8.690689156626505,0,0,1,0,0,1,0
4418,6.59,0,-3.641015699882089,119.0098,1,1,1,2530.7058,1,14,18.059150227617604,0,0,1,0,1,0,0
4419,7.55,0,-3.600008141211304,151.934,0,2,1,1837.608,2,6,20.123708609271524,0,0,1,0,0,1,0
4420,20.85,0,-3.2839523573746034,192.7478,0,2,1,2131.2258,2,11,9.244498800959233,0,0,1,0,0,1,0
4421,18.85,0,-1.780630745823478,192.5136,0,2,1,2916.204,1,6,10.212923076923076,0,0,1,0,0,1,0
4422,15.2,0,-3.8493342096031276,218.4824,1,3,2,1528.6768,2,4,14.37384210526316,0,0,1,0,0,0,1
4423,10.1,0,-3.497605622114472,152.4656,0,2,1,2934.8464,1,11,15.095603960396039,0,0,1,0,0,1,0
4424,10.0,0,-3.6565162384038534,262.7226,0,2,1,3171.8712,2,9,26.27226,0,0,1,0,0,0,1
4425,8.985,0,-1.6945157363065835,100.27,1,1,1,998.7,2,14,11.15971062882582,0,0,1,0,1,0,0
4426,11.5,1,-2.0748186357945158,99.7358,0,2,1,1105.8938,2,9,8.672678260869565,0,0,1,0,1,0,0
4427,20.1,0,-2.5629221127114477,61.5536,1,3,3,918.804,1,28,3.06236815920398,1,0,0,1,0,0,0
4428,19.85,0,-3.646797798899445,48.6376,1,3,2,575.2512,1,4,2.450256926952141,0,0,1,1,0,0,0
4429,21.1,0,-4.547517599826956,234.2958,2,3,1,3739.1328,1,26,11.1040663507109,0,0,1,0,0,0,1
4430,4.555,1,-3.370944577577163,112.6544,0,1,1,2684.5056,2,16,24.732030735455545,0,0,1,0,1,0,0
4431,20.85,0,-3.286167438957377,193.8478,0,2,1,2712.4692,2,9,9.297256594724221,0,0,1,0,0,1,0
4432,7.905,0,-2.7486992886967294,230.2694,2,3,1,4567.388,0,26,29.129588867805186,0,0,1,0,0,0,1
4433,6.78,1,-2.4536175628285393,228.4694,0,2,1,5480.8656,2,11,33.69755162241888,0,0,1,0,0,0,1
4434,11.65,0,-3.210940071419026,186.224,1,3,3,5033.448,2,28,15.98489270386266,1,0,0,0,0,1,0
4435,15.0,1,-1.821623997899162,185.9266,0,2,1,2581.9724,2,11,12.395106666666667,0,0,1,0,0,1,0
4436,17.6,0,-2.2549482889268377,164.8868,0,1,1,2456.802,2,16,9.36856818181818,0,0,1,0,0,1,0
4437,13.8,1,-2.2305452243214305,77.8012,0,3,0,227.7036,2,15,5.637768115942028,0,1,0,0,1,0,0
4438,5.11,0,-3.3561830512753166,163.821,0,2,1,2120.573,1,9,32.05890410958904,0,0,1,0,0,1,0
4439,8.71,1,-3.077385485727312,43.5744,0,2,1,407.4696,2,11,5.00280137772675,0,0,1,1,0,0,0
4440,7.235,0,-2.845867949897109,113.6834,2,3,1,230.3668,2,26,15.712978576364893,0,0,1,0,1,0,0
4441,12.3,1,-2.7392471651984973,89.8804,0,1,1,1286.3256,2,16,7.3073495934959345,0,0,1,0,1,0,0
4442,6.96,0,-2.561628333172481,93.1146,0,2,1,2189.1504,0,9,13.37853448275862,0,0,1,0,1,0,0
4443,18.0,1,-1.9455353962839057,89.6514,1,1,1,1859.5794,2,14,4.9806333333333335,0,0,1,0,1,0,0
4444,6.28,0,-3.586971198654867,85.5198,2,3,1,1744.396,0,26,13.617802547770701,0,0,1,0,1,0,0
4445,10.5,1,-1.9483341806474248,158.7578,0,2,1,2246.4092,2,9,15.119790476190477,0,0,1,0,0,1,0
4446,14.15,0,-2.347879051021024,171.0106,0,2,1,4106.6544,0,11,12.085554770318021,0,0,1,0,0,1,0
4447,9.8,0,-3.7649733353419204,47.506,0,3,0,186.424,0,15,4.847551020408163,0,1,0,1,0,0,0
4448,15.85,1,-2.7961418031430756,44.7744,2,3,1,181.0976,2,26,2.824883280757098,0,0,1,1,0,0,0
4449,10.3,1,-4.4964175799793145,84.854,0,2,1,778.986,2,11,8.238252427184465,0,0,1,0,1,0,0
4450,17.6,0,-2.8457399018040124,156.2314,0,1,1,2947.4966,2,16,8.87678409090909,0,0,1,0,0,1,0
4451,8.1,1,-3.9285196295799483,86.4198,1,3,3,1918.8356,2,28,10.66911111111111,1,0,0,0,1,0,0
4452,10.3,0,-2.542388197241757,177.037,2,3,1,3705.177,2,26,17.188058252427183,0,0,1,0,0,1,0
4453,9.195,1,-2.139892496577243,159.5578,1,1,1,1283.6624,2,14,17.352669929309407,0,0,1,0,0,1,0
4454,12.8,0,-2.6606547519528987,261.3252,1,3,2,3410.2276,2,4,20.41603125,0,0,1,0,0,0,1
4455,10.0,1,-3.2765799934875535,126.7994,0,2,1,1284.994,2,9,12.67994,0,0,1,0,1,0,0
4456,17.25,0,-2.2347255488132745,40.5822,0,2,1,785.644,2,9,2.352591304347826,0,0,1,1,0,0,0
4457,10.6,1,-3.4145224067959825,49.3008,1,3,3,1518.024,2,28,4.651018867924528,1,0,0,1,0,0,0
4458,20.2,0,-2.2978218452916988,187.7898,0,2,1,2245.0776,1,6,9.296524752475248,0,0,1,0,0,1,0
4459,7.5,0,-3.3179211290728894,175.2028,0,2,1,4427.57,1,9,23.36037333333333,0,0,1,0,0,1,0
4460,7.895,1,-2.359277303758832,100.7332,2,3,1,1230.3984,2,26,12.759113362887904,0,0,1,0,1,0,0
4461,15.75,0,-2.8976206396708997,195.5452,1,3,2,1174.4712,2,4,12.415568253968253,0,0,1,0,0,1,0
4462,7.865,0,-2.23579033158192,162.8526,0,1,0,493.3578,2,28,20.705988556897648,0,1,0,0,0,1,0
4463,13.65,1,-2.6164701377220365,196.2426,0,2,1,2570.6538,2,11,14.376747252747252,0,0,1,0,0,1,0
4464,20.1,0,-2.5582569238366757,60.6536,0,2,1,980.0576,1,9,3.0175920398009946,0,0,1,1,0,0,0
4465,13.65,1,-2.513689247074569,259.7936,1,3,2,2609.936,2,4,19.03249816849817,0,0,1,0,0,0,1
4466,12.3,1,-2.2396801366471966,176.3396,1,1,1,1395.5168,2,14,14.336552845528454,0,0,1,0,0,1,0
4467,6.885,1,-1.9709060611613332,109.5228,1,3,3,3426.2068,2,28,15.907450980392158,1,0,0,0,1,0,0
4468,21.35,0,-2.676224886816458,258.3278,0,1,1,7028.8506,2,16,12.099662763466043,0,0,1,0,0,0,1
4469,7.72,1,-2.594686409268591,76.3986,2,3,1,1402.1748,2,26,9.89619170984456,0,0,1,0,1,0,0
4470,12.1,0,-3.656058870473742,165.1526,0,3,0,164.4526,1,15,13.64897520661157,0,1,0,0,0,1,0
4471,14.85,1,-3.345922659188665,159.5578,2,3,1,2085.9514,2,26,10.744632996632996,0,0,1,0,0,1,0
4472,7.725,0,-2.9778567175538204,120.5414,0,1,0,365.5242,1,28,15.604064724919095,0,1,0,0,1,0,0
4473,16.0,0,-2.6177734313154137,231.3668,1,3,2,4607.336,1,4,14.460425,0,0,1,0,0,0,1
4474,8.395,0,-3.231651917678758,97.3042,0,1,1,1091.2462,2,16,11.590732578916022,0,0,1,0,1,0,0
4475,7.365,0,-3.1570236039188315,225.172,0,2,1,3395.58,2,9,30.57325186693822,0,0,1,0,0,0,1
4476,20.5,0,-3.883052434413099,89.583,2,3,1,1797.66,2,26,4.36990243902439,0,0,1,0,1,0,0
4477,18.25,0,-2.0394899879632837,257.2962,0,3,0,517.9924,2,15,14.098421917808219,0,1,0,0,0,0,1
4478,16.0,0,-3.200357944074121,140.2496,1,3,3,4093.3384,2,28,8.7656,1,0,0,0,0,1,0
4479,7.475,0,-4.331589370575734,214.5192,0,2,1,2804.3496,1,11,28.698220735785956,0,0,1,0,0,0,1
4480,12.15,0,-3.8273349502617298,164.6184,0,2,1,3797.7232,2,11,13.54883950617284,0,0,1,0,0,1,0
4481,7.97,0,-3.5782158578201972,172.0422,1,3,2,5690.5926,0,4,21.586223337515687,0,0,1,0,0,1,0
4482,15.25,0,-2.4084296146527704,217.1192,1,1,1,3235.788,2,14,14.237324590163935,0,0,1,0,0,0,1
4483,16.35,1,-2.7699419560178073,225.6062,1,3,2,1579.9434,2,4,13.798544342507643,0,0,1,0,0,0,1
4484,11.1,0,-1.7362357691381882,158.1604,0,2,1,1901.5248,2,9,14.248684684684687,0,0,1,0,0,1,0
4485,11.8,0,-3.779088622228291,177.8686,0,1,1,4621.9836,1,16,15.073610169491523,0,0,1,0,0,1,0
4486,14.3,1,-3.3693720819065405,98.6726,0,1,1,782.9808,2,16,6.900181818181818,0,0,1,0,1,0,0
4487,13.65,1,-3.8763990493318508,36.6532,0,2,1,755.0172,2,6,2.685216117216117,0,0,1,1,0,0,0
4488,16.75,0,-2.049018188997903,86.2856,0,2,1,1406.1696,2,9,5.151379104477612,0,0,1,0,1,0,0
4489,16.25,0,-2.5473319365789706,93.1804,1,1,1,1194.4452,2,14,5.734178461538462,0,0,1,0,1,0,0
4490,18.0,0,-4.763087015529121,81.2618,0,2,1,402.809,2,9,4.514544444444444,0,0,1,0,1,0,0
4491,20.2,1,-2.301632666696,125.2678,0,3,0,127.1678,2,15,6.201376237623762,0,1,0,0,1,0,0
4492,15.0,0,-3.0694363395964617,121.5414,1,1,1,2436.828,2,14,8.10276,0,0,1,0,1,0,0
4493,7.55,1,-3.48041027872377,122.9072,1,3,3,4532.7664,2,28,16.279099337748345,1,0,0,0,1,0,0
4494,16.85,1,-1.8383371522399647,193.5478,1,3,3,4649.9472,2,28,11.486516320474776,1,0,0,0,0,1,0
4495,14.15,0,-3.360848257327386,241.6828,1,3,3,4873.656,2,28,17.08005653710247,1,0,0,0,0,0,1
4496,13.0,0,-1.867642124431362,77.2986,0,2,1,1246.3776,2,6,5.9460461538461535,0,0,1,0,1,0,0
4497,14.65,0,-2.628610581403519,262.9594,1,1,1,5233.188,1,14,17.94944709897611,0,0,1,0,0,0,1
4498,14.5,0,-2.785691761338945,153.9998,1,3,3,5229.1932,0,28,10.620675862068966,1,0,0,0,0,1,0
4499,5.88,0,-5.6269942262256505,152.2998,0,2,1,3075.996,0,11,25.901326530612245,0,0,1,0,0,1,0
4500,12.35,0,-3.618153290978552,57.3246,0,2,1,1332.2658,2,6,4.641668016194332,0,0,1,1,0,0,0
4501,9.0,0,-3.931359200520741,169.6474,0,2,1,2526.711,1,6,18.849711111111112,0,0,1,0,0,1,0
4502,10.395,0,-2.95144231537713,158.4604,0,3,0,158.4604,2,15,15.243905723905725,0,1,0,0,0,1,0
4503,10.195,0,-2.187441582265081,111.786,0,2,1,1697.79,0,9,10.964786660127514,0,0,1,0,1,0,0
4504,15.6,0,-1.7616508550539995,115.7518,1,3,3,5351.0346,2,28,7.41998717948718,1,0,0,0,1,0,0
4505,9.695,0,-2.1700622813163353,158.9604,0,2,1,1743.0644,1,11,16.396121712222794,0,0,1,0,0,1,0
4506,19.35,1,-2.4977922861583917,48.8034,0,1,1,340.2238,2,16,2.522139534883721,0,0,1,1,0,0,0
4507,16.7,1,-3.252298801424053,146.6102,1,3,2,2770.3938,2,4,8.779053892215568,0,0,1,0,0,1,0
4508,5.985,0,-2.3455413843396014,128.4678,0,1,1,508.6712,2,16,21.464962406015037,0,0,1,0,1,0,0
4509,8.85,0,-3.618826515363546,103.7964,0,3,0,210.3928,1,15,11.728406779661018,0,1,0,0,1,0,0
4510,15.7,0,-3.0965729302921208,180.266,0,1,1,1617.894,2,16,11.481910828025478,0,0,1,0,0,1,0
4511,12.5,0,-3.8777315847612575,198.8742,0,1,1,5773.1518,2,16,15.909936,0,0,1,0,0,1,0
4512,19.35,0,-3.5817388757082798,65.6168,1,3,2,383.5008,1,4,3.3910490956072348,0,0,1,1,0,0,0
4513,7.72,1,-2.591827916117086,79.8986,0,2,1,1090.5804,2,11,10.349559585492228,0,0,1,0,1,0,0
4514,17.2,0,-1.8559853480433306,162.1578,0,1,1,1283.6624,2,16,9.427779069767443,0,0,1,0,0,1,0
4515,9.0,0,-3.9418539566988784,166.5474,1,3,3,4379.6324,1,28,18.505266666666667,1,0,0,0,0,1,0
4516,11.0,0,-2.2507116299368897,125.7046,1,3,3,3237.1196,2,28,11.42769090909091,1,0,0,0,1,0,0
4517,10.5,1,-3.9513972983742,163.9842,0,1,0,331.5684,2,28,15.617542857142857,0,1,0,0,0,1,0
4518,8.895,0,-3.1214320591415676,208.3954,0,3,0,1041.977,2,15,23.428375491849355,0,1,0,0,0,0,1
4519,20.2,1,-2.1404725445578703,195.311,0,2,1,3338.987,2,11,9.668861386138614,0,0,1,0,0,1,0
4520,20.5,0,-3.3203467758108705,120.0756,0,1,1,2302.3364,2,16,5.857346341463415,0,0,1,0,1,0,0
4521,17.6,0,-2.2557808136749933,165.2868,2,3,1,3111.9492,2,26,9.391295454545453,0,0,1,0,0,1,0
4522,11.15,0,-2.8643329221149028,106.8622,1,1,1,2011.3818,2,14,9.584053811659192,0,0,1,0,1,0,0
4523,6.59,0,-3.6474235101820796,121.9098,1,3,3,3374.2744,1,28,18.499210925644917,1,0,0,0,1,0,0
4524,19.6,1,-2.0534172892861684,167.2816,0,2,1,2013.3792,2,11,8.534775510204081,0,0,1,0,0,1,0
4525,10.895,1,-3.4222896682114468,147.7102,0,2,1,1895.5326,2,6,13.557613584212941,0,0,1,0,0,1,0
4526,13.85,0,-3.3591182288965764,114.2492,0,2,1,1853.5872,0,6,8.249039711191337,0,0,1,0,1,0,0
4527,15.1,0,-2.3465752884669997,159.7604,0,2,1,2693.8268,2,6,10.580158940397352,0,0,1,0,0,1,0
4528,15.0,0,-2.639857237456249,125.2362,0,1,1,1384.1982,1,16,8.349079999999999,0,0,1,0,1,0,0
4529,12.85,0,-3.7855608095500517,179.9318,1,3,2,2706.477,2,4,14.002474708171208,0,0,1,0,0,1,0
4530,16.85,1,-1.318389346734967,194.1478,0,3,0,1162.4868,2,15,11.522124629080118,0,1,0,0,0,1,0
4531,15.5,0,-2.9312982016210483,44.477,2,3,1,865.54,0,26,2.8694838709677417,0,0,1,1,0,0,0
4532,15.85,1,-4.941333650284386,41.048,0,2,1,479.376,2,9,2.589779179810726,0,0,1,1,0,0,0
4533,21.2,0,-2.6440047780800344,174.837,0,2,1,5469.547,2,6,8.247028301886791,0,0,1,0,0,1,0
4534,13.35,0,-1.9702209688378352,148.3392,0,2,1,3877.6192,2,9,11.111550561797754,0,0,1,0,0,1,0
4535,6.11,1,-1.8843665171874202,46.6086,0,2,1,624.5204,0,9,7.628248772504092,0,0,1,1,0,0,0
4536,13.0,0,-2.3078016455761183,44.906,1,1,1,652.484,1,14,3.454307692307692,0,0,1,1,0,0,0
4537,11.5,0,-3.0812804016146855,118.9124,1,3,3,2844.2976,2,28,10.340208695652175,1,0,0,0,1,0,0
4538,6.465,0,-1.5232870972882864,266.5884,0,1,0,1324.942,2,28,41.235638051044084,0,1,0,0,0,0,1
4539,6.425,0,-4.560726693016668,115.6808,1,1,1,1406.1696,2,14,18.00479377431907,0,0,1,0,1,0,0
4540,15.1,0,-1.7565397513153465,195.111,1,3,3,5303.097,2,28,12.921258278145695,1,0,0,0,0,1,0
4541,12.0,0,-2.5809569866409854,124.6388,0,2,1,2105.2596,2,11,10.386566666666667,0,0,1,0,1,0,0
4542,7.535,0,-2.5020770978294467,120.344,1,1,1,3835.008,0,14,15.971333775713337,0,0,1,0,1,0,0
4543,7.68,0,-2.6449273424796296,190.9162,1,1,1,5195.2374,2,14,24.858880208333336,0,0,1,0,0,1,0
4544,14.7,0,-2.624927860370256,48.6034,0,2,1,194.4136,2,11,3.306353741496599,0,0,1,1,0,0,0
4545,10.3,0,-2.6595185131920314,263.0226,2,3,1,6079.4198,2,26,25.536174757281554,0,0,1,0,0,0,1
4546,13.8,1,-2.7399982483177205,76.2012,0,2,1,1669.8264,2,6,5.521826086956522,0,0,1,0,1,0,0
4547,10.1,0,-3.723066550001762,114.715,0,2,1,815.605,2,9,11.35792079207921,0,0,1,0,1,0,0
4548,7.785,0,-2.416760355746633,64.251,0,2,1,1328.271,2,6,8.253179190751446,0,0,1,1,0,0,0
4549,13.8,0,-2.326763908850568,54.893,0,2,1,679.116,0,6,3.9777536231884056,0,0,1,1,0,0,0
4550,11.8,0,-2.8306331077308498,81.7618,1,3,2,966.7416,1,4,6.928966101694915,0,0,1,0,1,0,0
4551,10.5,0,-3.5960926006760774,171.1106,0,2,1,3593.3226,1,6,16.29624761904762,0,0,1,0,0,1,0
4552,13.65,1,-4.543374614706528,58.7588,0,1,0,400.8116,2,28,4.304673992673993,0,1,0,1,0,0,0
4553,19.7,0,-3.2489397238996545,124.2362,0,2,1,1887.543,0,11,6.306406091370558,0,0,1,0,1,0,0
4554,16.25,0,-1.8797227777061838,98.441,0,1,0,96.541,2,28,6.057907692307692,0,1,0,0,1,0,0
4555,12.15,0,-3.8342152395312916,167.1184,1,3,3,2476.776,2,28,13.754600823045267,1,0,0,0,0,1,0
4556,15.1,1,-2.3382961705297514,134.4942,1,3,2,1854.9188,2,4,8.906900662251656,0,0,1,0,1,0,0
4557,16.2,0,-3.394156099774085,74.9696,0,2,1,2162.5184,0,6,4.627753086419753,0,0,1,0,1,0,0
4558,11.3,1,-2.9094184030988295,96.3094,2,3,1,666.4658,2,26,8.522955752212388,0,0,1,0,1,0,0
4559,11.1,1,-2.7633587458290907,175.7712,0,1,0,351.5424,2,28,15.835243243243243,0,1,0,0,0,1,0
4560,13.15,0,-2.7456255030872114,180.1976,0,1,0,181.0976,2,28,13.703239543726236,0,1,0,0,0,1,0
4561,19.7,0,-3.170693250005679,108.6912,0,2,1,2183.824,2,6,5.517319796954315,0,0,1,0,1,0,0
4562,20.6,1,-3.0322420996840935,188.0556,0,2,1,2065.3116,2,6,9.128912621359223,0,0,1,0,0,1,0
4563,9.5,0,-3.19258334640454,223.5088,0,2,1,4697.8848,0,6,23.52724210526316,0,0,1,0,0,0,1
4564,13.5,1,-2.0502011279826227,96.1068,2,3,1,1846.9292,2,26,7.119022222222223,0,0,1,0,1,0,0
4565,13.65,0,-3.325328325413453,186.3924,0,1,1,1665.8316,2,16,13.65512087912088,0,0,1,0,0,1,0
4566,7.27,0,-3.0678578396659755,97.7384,2,3,1,591.2304,1,26,13.44407152682256,0,0,1,0,1,0,0
4567,7.39,0,-1.5578113698299054,144.747,0,1,0,143.147,1,28,19.58687415426252,0,1,0,0,0,1,0
4568,6.86,0,-3.3037806041119584,231.201,0,2,1,6201.927,1,6,33.70276967930029,0,0,1,0,0,0,1
4569,14.7,0,-2.6277863563428197,47.5034,2,3,1,972.068,2,26,3.2315238095238095,0,0,1,1,0,0,0
4570,18.75,0,-3.3772500320771353,211.9218,1,3,3,3419.5488,1,28,11.302496,1,0,0,0,0,0,1
4571,9.195,0,-2.2876927957780198,45.2744,0,2,1,679.116,2,11,4.923806416530723,0,0,1,1,0,0,0
4572,14.15,0,-3.1642319935536634,54.2982,1,1,1,1104.5622,0,14,3.837328621908127,0,0,1,1,0,0,0
4573,12.3,1,-2.8454903257334885,60.4562,0,2,1,1777.686,2,9,4.915138211382113,0,0,1,1,0,0,0
4574,11.8,1,-1.7711231483744745,116.7834,2,3,1,2303.668,2,26,9.896898305084745,0,0,1,0,1,0,0
4575,13.6,1,-3.004170112200386,110.0912,0,2,1,1965.4416,2,9,8.094941176470588,0,0,1,0,1,0,0
4576,11.6,0,-4.066866316735884,178.2686,1,1,1,1955.4546,2,14,15.36798275862069,0,0,1,0,0,1,0
4577,15.0,0,-2.834887466617712,43.6744,0,2,1,407.4696,2,6,2.9116266666666664,0,0,1,1,0,0,0
4578,7.0,0,-2.0204827527104587,105.628,1,1,1,1384.864,2,14,15.089714285714285,0,0,1,0,1,0,0
4579,13.1,0,-2.5810358785213428,168.4158,1,1,1,1504.0422,2,14,12.856167938931298,0,0,1,0,0,1,0
4580,11.3,0,-4.916999196604284,197.7426,0,2,1,2570.6538,2,6,17.49934513274336,0,0,1,0,0,1,0
4581,12.3,0,-4.660285828882522,73.838,0,2,1,1245.046,2,6,6.003089430894308,0,0,1,0,1,0,0
4582,10.0,0,-3.844013437225451,248.175,2,3,1,3495.45,1,26,24.817500000000003,0,0,1,0,0,0,1
4583,5.155,0,-1.9264145375110977,247.2776,0,1,0,743.0328,2,28,47.96849660523763,0,1,0,0,0,0,1
4584,6.98,0,-3.1875410278239347,82.4934,1,3,2,982.7208,2,4,11.818538681948423,0,0,1,0,1,0,0
4585,19.0,0,-2.0550210519651944,107.0622,0,1,1,1376.2086,2,16,5.634852631578948,0,0,1,0,1,0,0
4586,17.0,0,-1.9972530541471387,172.5106,0,2,1,2053.3272,2,9,10.147682352941176,0,0,1,0,0,1,0
4587,15.15,0,-3.583654875695158,152.3708,0,2,1,3159.8868,2,9,10.057478547854785,0,0,1,0,0,1,0
